ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
23618,0.005,0.000,0.006,0.000,/home/antho/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:116(isComplexType)
23618,0.003,0.000,0.003,0.000,/home/antho/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:2345(_norm_dispatcher)
23618,0.063,0.000,0.118,0.000,/home/antho/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:2349(norm)
8,0.000,0.000,0.000,0.000,{built-in method _ctypes.POINTER}
5,0.000,0.000,0.000,0.000,{method 'astype' of 'numpy.ndarray' objects}
23618,0.006,0.000,0.006,0.000,{method 'ravel' of 'numpy.ndarray' objects}
5,0.000,0.000,0.000,0.000,{method 'reshape' of 'numpy.ndarray' objects}
167418,0.048,0.000,0.048,0.000,{method 'transpose' of 'numpy.ndarray' objects}
600,0.001,0.000,0.001,0.000,{built-in method numpy.array}
191036,0.014,0.000,0.014,0.000,{built-in method numpy.asarray}
10,0.000,0.000,0.000,0.000,{built-in method numpy.asanyarray}
5,0.000,0.000,0.000,0.000,{built-in method numpy.arange}
83709,0.024,0.000,0.024,0.000,{built-in method numpy.empty}
83709,0.016,0.000,0.016,0.000,{built-in method numpy.promote_types}
298503/107452,0.151,0.000,1.985,0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
502254,0.064,0.000,0.064,0.000,{built-in method numpy.core._multiarray_umath.normalize_axis_index}
5,0.000,0.000,0.000,0.000,{method 'any' of 'numpy.generic' objects}
5,0.000,0.000,0.000,0.000,{method 'reduce' of 'numpy.ufunc' objects}
471,0.000,0.000,0.000,0.000,/usr/lib/python3.8/copyreg.py:90(__newobj__)
17,0.000,0.000,0.000,0.000,/usr/lib/python3.8/copyreg.py:99(_slotnames)
5,0.000,0.000,0.000,0.000,/home/antho/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:664(result_type)
23738,0.003,0.000,0.003,0.000,/home/antho/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:736(dot)
199,0.000,0.000,0.001,0.000,/usr/lib/python3.8/re.py:203(sub)
65,0.000,0.000,0.022,0.000,/usr/lib/python3.8/re.py:250(compile)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.8/re.py:270(escape)
264,0.000,0.000,0.023,0.000,/usr/lib/python3.8/re.py:289(_compile)
132,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:65(_combine_flags)
657/62,0.002,0.000,0.006,0.000,/usr/lib/python3.8/sre_compile.py:71(_compile)
270,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:249(_compile_charset)
270,0.001,0.000,0.002,0.000,/usr/lib/python3.8/sre_compile.py:276(_optimize_charset)
38,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:413(<listcomp>)
38,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:411(_mk_bitmap)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:416(_bytes_to_codes)
293,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:423(_simple)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:432(_generate_overlap_table)
123,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:453(_get_iscased)
78/61,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
45,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
62,0.000,0.000,0.001,0.000,/usr/lib/python3.8/sre_compile.py:536(_compile_info)
124,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_compile.py:595(isstring)
62,0.000,0.000,0.007,0.000,/usr/lib/python3.8/sre_compile.py:598(_code)
62,0.000,0.000,0.022,0.000,/usr/lib/python3.8/sre_compile.py:759(compile)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:76(__init__)
338,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:81(groups)
102,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:84(opengroup)
102,0.000,0.000,0.001,0.000,/usr/lib/python3.8/sre_parse.py:96(closegroup)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:98(checkgroup)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:101(checklookbehindgroup)
742,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:111(__init__)
1516,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:160(__len__)
4456,0.001,0.000,0.001,0.000,/usr/lib/python3.8/sre_parse.py:164(__getitem__)
323,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:168(__setitem__)
1053,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:172(append)
758/172,0.001,0.000,0.001,0.000,/usr/lib/python3.8/sre_parse.py:174(getwidth)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:224(__init__)
12063,0.003,0.000,0.003,0.000,/usr/lib/python3.8/sre_parse.py:233(__next)
2372,0.000,0.000,0.001,0.000,/usr/lib/python3.8/sre_parse.py:249(match)
10895,0.002,0.000,0.004,0.000,/usr/lib/python3.8/sre_parse.py:254(get)
35,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:258(getwhile)
53,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:267(getuntil)
932,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:286(tell)
116,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:295(_class_escape)
137,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:355(_escape)
184,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:432(_uniq)
258/62,0.001,0.000,0.014,0.000,/usr/lib/python3.8/sre_parse.py:435(_parse_sub)
399/64,0.005,0.000,0.014,0.000,/usr/lib/python3.8/sre_parse.py:493(_parse)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:861(_parse_flags)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.8/sre_parse.py:921(fix_flags)
62,0.000,0.000,0.015,0.000,/usr/lib/python3.8/sre_parse.py:937(parse)
63,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:12(_is_descriptor)
73,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:22(_is_dunder)
73,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:33(_is_sunder)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:68(__init__)
73,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:75(__setitem__)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:143(__prepare__)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:175(<dictcomp>)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:200(<setcomp>)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:223(<genexpr>)
5,0.000,0.000,0.001,0.000,/usr/lib/python3.8/enum.py:157(__new__)
143,0.000,0.000,0.001,0.000,/usr/lib/python3.8/enum.py:313(__call__)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:370(__getattr__)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:398(__members__)
97,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:417(__setattr__)
5,0.000,0.000,0.001,0.000,/usr/lib/python3.8/enum.py:430(_create_)
4,0.000,0.000,0.001,0.000,/usr/lib/python3.8/enum.py:500(<listcomp>)
61,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:506(<lambda>)
4,0.000,0.000,0.002,0.000,/usr/lib/python3.8/enum.py:483(_convert_)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:522(_check_for_existing_members)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:543(_find_data_type)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:532(_get_mixins_)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:579(_find_new_)
138,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:631(__new__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:676(_generate_next_value_)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:735(__hash__)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:753(value)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:932(__or__)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.8/enum.py:938(__and__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/textwrap.py:414(dedent)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/weakref.py:343(__init__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/weakref.py:463(popitem)
29,0.001,0.000,0.001,0.000,{built-in method pygame.event.get}
1798,0.017,0.000,0.017,0.000,{built-in method pygame.draw.circle}
520,0.013,0.000,0.014,0.000,{built-in method pygame.draw.polygon}
2,0.000,0.000,0.000,0.000,{built-in method pygame.draw.rect}
1,0.000,0.000,0.000,0.000,{method 'set_colorkey' of 'pygame.Surface' objects}
87,0.009,0.000,0.009,0.000,{method 'fill' of 'pygame.Surface' objects}
87,0.020,0.000,0.020,0.000,{method 'blit' of 'pygame.Surface' objects}
4,0.000,0.000,0.000,0.000,{method 'get_rect' of 'pygame.Surface' objects}
1,0.155,0.155,0.243,0.243,{built-in method pygame.display.set_mode}
29,0.010,0.000,0.010,0.000,{built-in method pygame.display.flip}
1,0.000,0.000,0.000,0.000,{method 'inflate' of 'pygame.Rect' objects}
1,0.382,0.382,0.382,0.382,{built-in method pygame.base.init}
1,0.072,0.072,0.072,0.072,{built-in method pygame.base.quit}
1189,0.000,0.000,0.000,0.000,../main.py:87(<genexpr>)
4,0.000,0.000,0.001,0.000,../main.py:40(get_ngon)
35,0.000,0.000,0.000,0.000,../main.py:42(<genexpr>)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/functools.py:837(register)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/functools.py:796(singledispatch)
30,0.001,0.000,0.001,0.000,/home/antho/pygame/Visibility-Algorithm/src/raycaster.py:20(update)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.8/functools.py:34(update_wrapper)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.8/functools.py:64(wraps)
1,0.004,0.004,3.884,3.884,../main.py:174(main)
257,0.000,0.000,0.002,0.000,../main.py:301(<lambda>)
257,0.000,0.000,0.003,0.000,../main.py:299(<lambda>)
145,0.000,0.000,0.000,0.000,../main.py:292(<genexpr>)
5,0.000,0.000,0.000,0.000,../main.py:197(<genexpr>)
29,0.000,0.000,0.014,0.000,../main.py:142(draw_triangles)
29,0.001,0.000,2.553,0.088,../main.py:129(cast_rays)
464,0.000,0.000,0.005,0.000,../main.py:134(<lambda>)
464,0.000,0.000,0.001,0.000,../main.py:132(<lambda>)
29,0.002,0.000,0.039,0.001,../main.py:70(arcs_from_dict)
1,0.000,0.000,0.000,0.000,../main.py:47(group_by_parents)
14,0.000,0.000,0.000,0.000,/usr/lib/python3.8/collections/__init__.py:385(<genexpr>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.8/collections/__init__.py:313(namedtuple)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.8/types.py:171(__get__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:130(filterwarnings)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:165(simplefilter)
72,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:181(_add_filter)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:437(__init__)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:458(__enter__)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.8/warnings.py:477(__exit__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/contextlib.py:211(contextmanager)
29,0.000,0.000,0.000,0.000,../main.py:17(draw_mouse)
29,0.034,0.001,0.034,0.001,{method 'tick' of 'Clock' objects}
29,0.000,0.000,0.000,0.000,{method 'get_fps' of 'Clock' objects}
1,0.000,0.000,0.000,0.000,{built-in method pygame.time.Clock}
30,0.000,0.000,0.000,0.000,{built-in method pygame.mouse.get_pos}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/os.py:748(encode)
1450,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:41(_get_sep)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:52(normcase)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/_collections_abc.py:72(_check_methods)
340,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:60(isabs)
618,0.001,0.000,0.001,0.000,/usr/lib/python3.8/posixpath.py:71(join)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:100(split)
380,0.000,0.000,0.001,0.000,/usr/lib/python3.8/posixpath.py:117(splitext)
190,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:140(basename)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/_collections_abc.py:252(__subclasshook__)
286,0.000,0.000,0.001,0.000,/usr/lib/python3.8/posixpath.py:150(dirname)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:164(islink)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.8/_collections_abc.py:392(__subclasshook__)
21,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:334(normpath)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:372(abspath)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:387(realpath)
10/9,0.000,0.000,0.000,0.000,/usr/lib/python3.8/posixpath.py:396(_joinrealpath)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/_collections_abc.py:664(__contains__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/_collections_abc.py:816(clear)
200,0.000,0.000,0.000,0.000,/usr/lib/python3.8/genericpath.py:16(exists)
22,0.000,0.000,0.000,0.000,/usr/lib/python3.8/genericpath.py:27(isfile)
190,0.000,0.000,0.001,0.000,/usr/lib/python3.8/genericpath.py:39(isdir)
380,0.000,0.000,0.000,0.000,/usr/lib/python3.8/genericpath.py:121(_splitext)
21,0.000,0.000,0.000,0.000,/usr/lib/python3.8/codecs.py:260(__init__)
21,0.000,0.000,0.000,0.000,/usr/lib/python3.8/codecs.py:309(__init__)
50,0.000,0.000,0.000,0.000,/usr/lib/python3.8/codecs.py:319(decode)
11,0.000,0.000,0.000,0.000,/usr/lib/python3.8/abc.py:7(abstractmethod)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.8/abc.py:84(__new__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/abc.py:89(register)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.8/abc.py:96(__instancecheck__)
7/2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/abc.py:100(__subclasscheck__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/os.py:46(<listcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.8/os.py:42(_get_exports_list)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.8/os.py:670(__getitem__)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1075(path_stats)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1153(__init__)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1164(create_module)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1172(exec_module)
7,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1317(_path_hooks)
76,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1330(_path_importer_cache)
53,0.000,0.000,0.003,0.000,<frozen importlib._bootstrap_external>:1367(_get_spec)
53,0.000,0.000,0.003,0.000,<frozen importlib._bootstrap_external>:1399(find_spec)
56,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1465(<genexpr>)
7,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1459(__init__)
71,0.000,0.000,0.002,0.000,<frozen importlib._bootstrap_external>:1481(find_loader)
110,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1493(_get_spec)
135,0.001,0.000,0.004,0.000,<frozen importlib._bootstrap_external>:1498(find_spec)
7,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1549(_fill_cache)
7,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:35(_new_module)
55,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:58(__init__)
75,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:78(acquire)
75,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:103(release)
55,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:143(__init__)
55,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:147(__enter__)
55,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:151(__exit__)
55,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:176(cb)
75,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:157(_get_module_lock)
20,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:194(_lock_unlock_module)
62/2,0.000,0.000,0.088,0.044,<frozen importlib._bootstrap>:211(_call_with_frames_removed)
404,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:222(_verbose_message)
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
130,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:342(__init__)
87,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:376(cached)
56,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:389(parent)
46,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:397(has_location)
135,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:68(_relax_case)
11,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:406(spec_from_loader)
46,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:477(_init_module_attrs)
46,0.000,0.000,0.002,0.000,<frozen importlib._bootstrap>:549(module_from_spec)
9/8,0.000,0.000,0.015,0.002,<frozen importlib._bootstrap>:613(_load_backward_compatible)
55/2,0.000,0.000,0.088,0.044,<frozen importlib._bootstrap>:650(_load_unlocked)
55,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:725(find_spec)
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:746(create_module)
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:754(exec_module)
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:771(is_package)
53,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:800(find_spec)
129,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:79(_unpack_uint32)
173,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:863(__enter__)
173,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:867(__exit__)
12,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:881(_find_spec_legacy)
55,0.000,0.000,0.003,0.000,<frozen importlib._bootstrap>:890(_find_spec)
55/2,0.000,0.000,0.088,0.044,<frozen importlib._bootstrap>:956(_find_and_load_unlocked)
55/2,0.000,0.000,0.088,0.044,<frozen importlib._bootstrap>:986(_find_and_load)
16/13,0.000,0.000,0.006,0.000,<frozen importlib._bootstrap>:1017(_handle_fromlist)
7,0.000,0.000,0.000,0.000,<frozen zipimport>:63(__init__)
721,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:123(<listcomp>)
721,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:121(_path_join)
172,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:129(<genexpr>)
86,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:127(_path_split)
521,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:135(_path_stat)
336,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:145(_path_is_mode_type)
329,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:154(_path_isfile)
7,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:159(_path_isdir)
117,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:175(_path_isabs)
86,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:354(cache_from_source)
44,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:484(_get_cached)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:516(_check_name_wrapper)
71,0.000,0.000,0.002,0.000,<frozen importlib._bootstrap_external>:536(_find_module_shim)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:553(_classify_pyc)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
43,0.000,0.000,0.005,0.000,<frozen importlib._bootstrap_external>:638(_compile_bytecode)
110,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:689(spec_from_file_location)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:839(create_module)
43/2,0.000,0.000,0.088,0.044,<frozen importlib._bootstrap_external>:842(exec_module)
43,0.001,0.000,0.008,0.000,<frozen importlib._bootstrap_external>:914(get_code)
109,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1004(__init__)
43,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1029(get_filename)
43,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1034(get_data)


